.,.,#,.,.,.,.,.,.,.,.,#,#,.,.,.,.,#,#,#,.,.,.,.,#,.,.,.,.,.,.
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,#,.,.,.,#,.,.,.,#,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,#,#,#,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.
.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.
.,.,#,.,.,.,.,.,.,.,#,#,#,#,.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#
.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.
#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,#,.,.,.,.
#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,#,#,.
.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.
.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.
.,#,.,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,#,.,.,.,.,.,.,#,#,.,.,.,.
.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.
.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.
.,.,.,.,.,.,.,.,#,.,.,.,.,#,#,.,.,#,#,.,.,.,#,.,.,.,.,.,#,#,.
.,#,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.
#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.
.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.
#,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,#
.,.,.,#,.,.,.,.,.,#,#,#,#,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#
#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
#,.,.,.,.,.,.,.,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,.,#,#,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,.,#
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.
.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#
.,#,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.
#,.,.,.,.,#,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,#
.,#,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.
.,.,.,.,.,.,.,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.
#,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.
.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.
#,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.
.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.
.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.
.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,#,#,#,#,.,.,.,.,.,#,.,.,.,.,.,#
.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.
.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.
.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#
.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#
.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,.,#,.,.
#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,#,#,.,.,.,.,#,.,.,.,.,.,.
.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.
.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.
.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#
.,#,.,#,.,.,#,.,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,#,#,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.
.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.
.,#,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,#
.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,.,#,.,#,.,.,.
.,.,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#
.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,.
.,#,.,.,.,.,#,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.
#,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
.,#,#,.,.,.,#,#,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,#,#,.,#,.,#
.,.,.,.,.,.,.,.,.,.,.,#,#,.,#,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.
.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,#,.,.
#,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.
.,#,.,#,.,.,.,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.
.,.,.,.,.,#,#,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.
#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,.
.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,#,#,#,.,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,.,#,#,.,.,#,.,.,.,.,.,.,#,.,.
#,.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,.,#,.,.,#,.,.,.
.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,#
#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.
.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.
#,.,.,#,.,.,.,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,#,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#
.,.,#,.,.,.,.,.,.,#,.,.,.,#,#,#,.,#,#,.,.,.,.,.,.,.,#,#,#,.,.
.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#
.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,.,.,.,.,#,#
#,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.
.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.
.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,.,.,#
.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.
